Position_on_street,Densities at t = 0,Velocities at t = 0,Densities at t = 1,Velocities at t = 1,Densities at t = 2,Velocities at t = 2,Densities at t = 3,Velocities at t = 3,Densities at t = 4,Velocities at t = 4,Densities at t = 5,Velocities at t = 5,Densities at t = 6,Velocities at t = 6,Densities at t = 7,Velocities at t = 7,Densities at t = 8,Velocities at t = 8,Densities at t = 9,Velocities at t = 9,Densities at t = 10,Velocities at t = 10,Densities at t = 11,Velocities at t = 11,Densities at t = 12,Velocities at t = 12,Densities at t = 13,Velocities at t = 13,Densities at t = 14,Velocities at t = 14,Densities at t = 15,Velocities at t = 15,Densities at t = 16,Velocities at t = 16,Densities at t = 17,Velocities at t = 17,Densities at t = 18,Velocities at t = 18,Densities at t = 19,Velocities at t = 19,Densities at t = 20,Velocities at t = 20,Densities at t = 21,Velocities at t = 21,Densities at t = 22,Velocities at t = 22,Densities at t = 23,Velocities at t = 23,Densities at t = 24,Velocities at t = 24,Densities at t = 25,Velocities at t = 25,Densities at t = 26,Velocities at t = 26,Densities at t = 27,Velocities at t = 27,Densities at t = 28,Velocities at t = 28,Densities at t = 29,Velocities at t = 29,Densities at t = 30,Velocities at t = 30,Densities at t = 31,Velocities at t = 31,Densities at t = 32,Velocities at t = 32,Densities at t = 33,Velocities at t = 33,Densities at t = 34,Velocities at t = 34,Densities at t = 35,Velocities at t = 35,Densities at t = 36,Velocities at t = 36,Densities at t = 37,Velocities at t = 37,Densities at t = 38,Velocities at t = 38,Densities at t = 39,Velocities at t = 39,Densities at t = 40,Velocities at t = 40,Densities at t = 41,Velocities at t = 41,Densities at t = 42,Velocities at t = 42,Densities at t = 43,Velocities at t = 43,Densities at t = 44,Velocities at t = 44,Densities at t = 45,Velocities at t = 45,Densities at t = 46,Velocities at t = 46,Densities at t = 47,Velocities at t = 47,Densities at t = 48,Velocities at t = 48,Densities at t = 49,Velocities at t = 49
0.0,0.2875000000000001,0.928125,0.03400585937500006,0.99149853515625,0.001974937605810169,0.9995062655985475,9.967322019538362e-05,0.9999750816949512,4.986020513089907e-06,0.9999987534948718,2.49306929999628e-07,0.9999999376732674,1.2465361261543457e-08,0.9999999968836597,6.232680999811662e-10,0.999999999844183,3.1163405091318355e-11,0.9999999999922091,1.5581702547965693e-12,0.9999999999996104,7.790851274040519e-14,0.9999999999999806,3.895425637021701e-15,0.999999999999999,1.947712818510893e-16,1.0,9.738564092554465e-18,1.0,4.869282046277242e-19,1.0,2.4346410231386248e-20,1.0,1.2173205115693142e-21,1.0,6.086602557846578e-23,1.0,3.0433012789232892e-24,1.0,1.5216506394616468e-25,1.0,7.608253197308234e-27,1.0,3.804126598654123e-28,1.0,1.9020632993270623e-29,1.0,9.510316496635328e-31,1.0,4.755158248317664e-32,1.0,2.3775791241588354e-33,1.0,1.1887895620794204e-34,1.0,5.9439478103971106e-36,1.0,2.9719739051985593e-37,1.0,1.4859869525992813e-38,1.0,7.429934762996401e-40,1.0,3.714967381498204e-41,1.0,1.857483690749105e-42,1.0,9.287418453745538e-44,1.0,4.643709226872777e-45,1.0,2.3218546134363922e-46,1.0,1.1609273067181953e-47,1.0,5.804636533590977e-49,1.0,2.90231826679549e-50,1.0,1.451159133397745e-51,1.0,7.255795666988742e-53,1.0,3.627897833494377e-54,1.0,1.8139489167471872e-55,1.0,9.069744583735936e-57,1.0,4.534872291867977e-58,1.0,2.267436145933993e-59,1.0,1.1337180729669973e-60,1.0,5.6685903648349975e-62,1.0,2.834295182417504e-63,1.0,1.4171475912087552e-64,1.0
0.23333333333333334,1.0,0.75,0.5409941406250001,0.86475146484375,0.12859086059570318,0.9678522848510742,0.01223201465472655,0.9969419963363184,0.0007418232007655647,0.9998145441998086,4.1958570265902134e-05,0.9999895103574336,2.3351882059176513e-06,0.9999994162029485,1.2860279856963443e-07,0.9999999678493003,7.022248551308011e-09,0.9999999982444379,3.807176741135163e-10,0.9999999999048206,2.0516145482156692e-11,0.999999999994871,1.0998203613111838e-12,0.999999999999725,5.869167242101724e-14,0.9999999999999853,3.119616338810221e-15,0.9999999999999992,1.6523245282844034e-16,1.0,8.724204435818345e-18,1.0,4.593393115107342e-19,1.0,2.412342006152764e-20,1.0,1.2639937273759234e-21,1.0,6.609082258377335e-23,1.0,3.4490979399375195e-24,1.0,1.796827375343188e-25,1.0,9.345528903588095e-27,1.0,4.853460465230131e-28,1.0,2.5170782393331025e-29,1.0,1.3037131230255714e-30,1.0,6.744435631922955e-32,1.0,3.485152824359025e-33,1.0,1.7990439163782894e-34,1.0,9.27755710288532e-36,1.0,4.779947311939588e-37,1.0,2.460558036218262e-38,1.0,1.265571208233363e-39,1.0,6.504316991787972e-41,1.0,3.3403889712045675e-42,1.0,1.7143097232575775e-43,1.0,8.792124804564364e-45,1.0,4.50635049642042e-46,1.0,2.3083192952793255e-47,1.0,1.18173167117422e-48,1.0,6.046518473543885e-50,1.0,3.092189295608341e-51,1.0,1.5805596772223668e-52,1.0,8.075123533202818e-54,1.0,4.123724340146895e-55,1.0,2.104943456846191e-56,1.0,1.0740123718094695e-57,1.0,5.477765075979218e-59,1.0,2.7927341464555436e-60,1.0,1.4232928774607373e-61,1.0
0.4666666666666667,1.0,0.75,1.0,0.75,0.7319342017984868,0.8170164495503783,0.28206614341008296,0.9294834641474793,0.044583996772978834,0.9888540008067553,0.003405887715191777,0.999148528071202,0.00021290962628132872,0.9999467725934297,1.2874674810454788e-05,0.9999967813312974,7.6594576258318e-07,0.9999998085135594,4.4968563576006426e-08,0.9999999887578591,2.610110449439517e-09,0.9999999993474724,1.499958622979353e-10,0.999999999962501,8.544622463485579e-12,0.9999999999978638,4.829882119915847e-13,0.9999999999998792,2.7113046121504413e-14,0.9999999999999932,1.512623136262414e-15,0.9999999999999997,8.391915102714891e-17,1.0,4.63232989729264e-18,1.0,2.5453374392308297e-19,1.0,1.3927481237161276e-20,1.0,7.591603433126482e-22,1.0,4.1234660208573087e-23,1.0,2.2324316110862585e-24,1.0,1.2049983301272161e-25,1.0,6.486070394832938e-27,1.0,3.4821576301531216e-28,1.0,1.8649315617639938e-29,1.0,9.965379193852669e-31,1.0,5.313779115240433e-32,1.0,2.827798729676158e-33,1.0,1.5020361573154925e-34,1.0,7.964275781211718e-36,1.0,4.215890904046595e-37,1.0,2.2281747168054732e-38,1.0,1.175878369824724e-39,1.0,6.196728801388059e-41,1.0,3.261223824403503e-42,1.0,1.7141370978451182e-43,1.0,8.99878878638554e-45,1.0,4.71868472624431e-46,1.0,2.4716068718837086e-47,1.0,1.2932453614405212e-48,1.0,6.759984790285407e-50,1.0,3.53014556447883e-51,1.0,1.8417864558048457e-52,1.0,9.60068609133817e-54,1.0,5.000312674069482e-55,1.0,2.602187512356645e-56,1.0,1.353132524400126e-57,1.0,7.030972365913925e-59,1.0
0.7,1.0,0.75,1.0,0.75,1.0,0.75,0.8556021687149953,0.7860994578212512,0.4657102131150755,0.8835724467212311,0.11667864667504974,0.9708303383312376,0.012300073461397928,0.9969249816346505,0.0008531888562407792,0.9997867027859398,5.5063228180421983e-05,0.9999862341929548,3.4815298344260034e-06,0.9999991296175413,2.1679950538761327e-07,0.9999999458001236,1.3319591357711266e-08,0.9999999966701022,8.084756791984929e-10,0.9999999997978811,4.854117545545638e-11,0.9999999999878647,2.8858975747243843e-12,0.9999999999992786,1.7005227255362643e-13,0.9999999999999575,9.939605607137463e-15,0.9999999999999976,5.767034738326865e-16,0.9999999999999999,3.323588709406241e-17,1.0,1.9036014114300514e-18,1.0,1.0841117774680608e-19,1.0,6.14176121348733e-21,1.0,3.462609878725111e-22,1.0,1.943385942415751e-23,1.0,1.0861678125699622e-24,1.0,6.047015750358948e-26,1.0,3.354312850044028e-27,1.0,1.8543249233895943e-28,1.0,1.0218335640363986e-29,1.0,5.613976836129841e-31,1.0,3.075629297384155e-32,1.0,1.680508083637051e-33,1.0,9.159146617400376e-35,1.0,4.980082944584619e-36,1.0,2.701718070388832e-37,1.0,1.462567480327766e-38,1.0,7.901526637770702e-40,1.0,4.2605795822036856e-41,1.0,2.2931328153971304e-42,1.0,1.232054901169227e-43,1.0,6.608549554839356e-45,1.0,3.539077430248626e-46,1.0,1.8923970244611645e-47,1.0,1.0104183677382958e-48,1.0,5.38745566731698e-50,1.0,2.868697546959952e-51,1.0,1.5255552913476908e-52,1.0,8.102806160775051e-54,1.0,4.298610894061402e-55,1.0,2.2778530368487135e-56,1.0
0.9333333333333333,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.9264589808906672,0.7683852547773332,0.6410897086637601,0.83972757283406,0.237277450416093,0.9406806373959767,0.03688440026797407,0.9907788999330065,0.002977685551654577,0.9992555786120864,0.00020329944443442036,0.9999491751388914,1.3482238718401862e-05,0.9999966294403204,8.801146254310494e-07,0.9999997799713436,5.6659526987159573e-08,0.9999999858351183,3.601029006888032e-09,0.9999999990997428,2.2616557010628544e-10,0.9999999999434586,1.4049881213448808e-11,0.9999999999964875,8.640437196452638e-13,0.999999999999784,5.264481130922112e-14,0.9999999999999868,3.180108865602769e-15,0.9999999999999992,1.9057953601950028e-16,1.0,1.133739814183358e-17,1.0,6.698605259511447e-19,1.0,3.9327699450370285e-20,1.0,2.295332910997401e-21,1.0,1.332288120028198e-22,1.0,7.693300022082461e-24,1.0,4.421116507325342e-25,1.0,2.529217974416858e-26,1.0,1.4407698549304432e-27,1.0,8.174591160486796e-29,1.0,4.6206233796757355e-30,1.0,2.602496473089362e-31,1.0,1.4608965044902027e-32,1.0,8.174601451104061e-34,1.0,4.5604086052875714e-35,1.0,2.5368675193307282e-36,1.0,1.4073776702965018e-37,1.0,7.78753338207073e-39,1.0,4.298521751344724e-40,1.0,2.3671084931350907e-41,1.0,1.3005994621786252e-42,1.0,7.130809518602864e-44,1.0,3.901617115175051e-45,1.0,2.1305862749113424e-46,1.0,1.16128288239081e-47,1.0,6.31822270034916e-49,1.0,3.431637617135774e-50,1.0,1.8607465612459187e-51,1.0,1.0073499391503234e-52,1.0,5.44511773068747e-54,1.0
1.1666666666666667,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.9637835490688026,0.7590541127327993,0.7802215454730169,0.8049446136317457,0.39563035966072035,0.9010924100848199,0.09167289233187031,0.9770817769170325,0.009406270877761316,0.9976484322805597,0.0006844517088766735,0.9998288870727808,4.714193166443343e-05,0.9999882145170839,3.1937331043220074e-06,0.999999201566724,2.1351562757510127e-07,0.9999999466210931,1.409676975958821e-08,0.9999999964758075,9.196958267639779e-10,0.999999999770076,5.933217869181555e-11,0.999999999985167,3.787450469089681e-12,0.9999999999990531,2.3938509420165116e-13,0.9999999999999402,1.4990358132418816e-14,0.9999999999999962,9.3056846583952e-16,0.9999999999999998,5.729895152671816e-17,1.0,3.501315075989503e-18,1.0,2.1242706827732732e-19,1.0,1.28019196793139e-20,1.0,7.666633553683751e-22,1.0,4.5641802789397145e-23,1.0,2.7020962076657645e-24,1.0,1.5913238114024837e-25,1.0,9.325350419196342e-27,1.0,5.43926136984442e-28,1.0,3.1585899059914087e-29,1.0,1.8265321179391906e-30,1.0,1.0520512268961645e-31,1.0,6.036843272335722e-33,1.0,3.4516604536701833e-34,1.0,1.9668326411715135e-35,1.0,1.1171171992639246e-36,1.0,6.325401667616353e-38,1.0,3.571060400185931e-39,1.0,2.010405506940798e-40,1.0,1.1287597023773685e-41,1.0,6.3212254161541104e-43,1.0,3.531266334018685e-44,1.0,1.9680388631259172e-45,1.0,1.094341305390089e-46,1.0,6.071937683483615e-48,1.0,3.361974415369713e-49,1.0,1.8577581310032202e-50,1.0,1.0245773097208922e-51,1.0
1.4,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.9824856733696439,0.754378581657589,0.8750112059774695,0.7812471985056326,0.5642656938880155,0.8589335765279962,0.1889255977609054,0.9527686005597736,0.026838283066822316,0.9932904292332945,0.002163101705684317,0.9994592245735789,0.00015405065718943848,0.9999614873357027,1.0742213142277048e-05,0.9999973144467145,7.399778988293374e-07,0.9999998150055253,5.0390956213111574e-08,0.9999999874022609,3.393259448951989e-09,0.9999999991516851,2.260285449386132e-10,0.9999999999434929,1.4899505204696092e-11,0.9999999999962751,9.723910997790829e-13,0.9999999999997569,6.286039521497667e-14,0.9999999999999842,4.027059803297327e-15,0.999999999999999,2.5578699411525296e-16,0.9999999999999999,1.611559902795273e-17,1.0,1.0075856662610987e-18,1.0,6.254110700840331e-20,1.0,3.855385538020125e-21,1.0,2.3612898955093374e-22,1.0,1.437344087482914e-23,1.0,8.698478058246947e-25,1.0,5.235147318947139e-26,1.0,3.134303489608786e-27,1.0,1.8672177858735755e-28,1.0,1.107129444141012e-29,1.0,6.535095886256416e-31,1.0,3.841048054000102e-32,1.0,2.2484317700987176e-33,1.0,1.3110649859606553e-34,1.0,7.616586269104017e-36,1.0,4.409206292975556e-37,1.0,2.54385388450544e-38,1.0,1.4629154654121015e-39,1.0,8.386899044319015e-41,1.0,4.793965936694161e-42,1.0,2.7324532700788564e-43,1.0,1.5531903270363892e-44,1.0,8.805575875302534e-46,1.0,4.979622017582201e-47,1.0,2.809198578251223e-48,1.0,1.5810863115709169e-49,1.0
1.6333333333333333,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.9916078413367185,0.7520980396658203,0.9325308940938333,0.7668672764765416,0.7135932514941801,0.821601687126455,0.3276205616311403,0.9180948595922149,0.06719844499935129,0.9832003887501621,0.006486219970686324,0.9983784450073284,0.00048064536086628133,0.9998798386597835,3.42922103633248e-05,0.9999914269474092,2.4178686814836393e-06,0.9999993955328297,1.6876623031969446e-07,0.9999999578084424,1.1661914754239106e-08,0.9999999970845214,7.978228876915638e-10,0.9999999998005443,5.4045674480160517e-11,0.9999999999864886,3.626055269491652e-12,0.9999999999990935,2.4102013893193223e-13,0.9999999999999397,1.5876713759742884e-14,0.999999999999996,1.0368333323966968e-15,0.9999999999999998,6.715148569639008e-17,1.0,4.314780667767556e-18,1.0,2.751530850463613e-19,1.0,1.7420270513437178e-20,1.0,1.0953360657452459e-21,1.0,6.842157211834985e-23,1.0,4.247434021450958e-24,1.0,2.62105600602546e-25,1.0,1.6082868345255673e-26,1.0,9.815291069207741e-28,1.0,5.959418506537846e-29,1.0,3.600543362463289e-30,1.0,2.1651712463616553e-31,1.0,1.2961866413402084e-32,1.0,7.72644494336367e-34,1.0,4.586798167246726e-35,1.0,2.7122736814560435e-36,1.0,1.5978029597560367e-37,1.0,9.378784490921692e-39,1.0,5.4861476546711554e-40,1.0,3.1985005913215277e-41,1.0,1.8588333563182552e-42,1.0,1.0769697592275867e-43,1.0,6.221378504291669e-45,1.0,3.5837533438161495e-46,1.0,2.0587505368419426e-47,1.0
1.8666666666666667,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.9959969979072718,0.751000750523182,0.964773285242208,0.7588066786894481,0.8262756419745956,0.7934310895063511,0.48920991412610676,0.8776975214684734,0.14406656185956274,0.9639833595351093,0.018284599074305324,0.9954288502314237,0.0014501907380827135,0.9996374523154793,0.0001055863325893126,0.9999736034168527,7.578938250916008e-06,0.9999981052654373,5.392884666574657e-07,0.9999998651778833,3.8043311389712324e-08,0.9999999904891722,2.660097656373646e-09,0.9999999993349756,1.8434827525471947e-10,0.999999999953913,1.2662166276821195e-11,0.9999999999968344,8.620774458644601e-13,0.9999999999997845,5.818675036515523e-14,0.9999999999999855,3.89432918403543e-15,0.999999999999999,2.5851037061334593e-16,0.9999999999999999,1.702456016504651e-17,1.0,1.1126234390463678e-18,1.0,7.21804289400839e-20,1.0,4.649590709462178e-21,1.0,2.974800289855415e-22,1.0,1.8909063769655522e-23,1.0,1.194453509055194e-24,1.0,7.500140038075269e-26,1.0,4.682522670612377e-27,1.0,2.9074060934272885e-28,1.0,1.795754666147656e-29,1.0,1.103568601478186e-30,1.0,6.749220316664135e-32,1.0,4.1086224279516184e-33,1.0,2.490057039864255e-34,1.0,1.50269451967045e-35,1.0,9.0313854101205e-37,1.0,5.406677231697814e-38,1.0,3.224522643042671e-39,1.0,1.9161188776968865e-40,1.0,1.1346486076986775e-41,1.0,6.6963643097596035e-43,1.0,3.9392131127875104e-44,1.0,2.3100631240562926e-45,1.0
2.1,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.9980947682998375,0.7504763079250406,0.9819732071103245,0.7545066982224189,0.9009262566848585,0.7747684358287854,0.6457269039814626,0.8385682740046343,0.2632489932820271,0.9341877516794932,0.046912173936105916,0.9882719565159735,0.004245469037914597,0.9989386327405213,0.0003168585218391636,0.9999207853695402,2.306674862743573e-05,0.9999942333128431,1.6657877734106778e-06,0.9999995835530566,1.194311931736437e-07,0.9999999701422017,8.498655818211442e-09,0.999999997875336,6.000636695484335e-10,0.9999999998499841,4.203224152588194e-11,0.999999999989492,2.9205856502847457e-12,0.9999999999992698,2.013066953631601e-13,0.9999999999999497,1.3764947493001294e-14,0.9999999999999966,9.33832226732789e-16,0.9999999999999998,6.286494349343383e-17,1.0,4.200239441765741e-18,1.0,2.7858337958136713e-19,1.0,1.834628015305744e-20,1.0,1.1999200351891353e-21,1.0,7.795961234062973e-23,1.0,5.03271145063392e-24,1.0,3.228869028934114e-25,1.0,2.059274168175235e-26,1.0,1.3058406629632099e-27,1.0,8.235170247656324e-29,1.0,5.165975295232444e-30,1.0,3.224163577699322e-31,1.0,2.002400919505063e-32,1.0,1.2377558785396386e-33,1.0,7.616339186385141e-35,1.0,4.666151207154022e-36,1.0,2.846709940588306e-37,1.0,1.7296846213832065e-38,1.0,1.0468736040728078e-39,1.0,6.312284197677772e-41,1.0,3.7922967082660494e-42,1.0,2.2703735998478365e-43,1.0
